observation,Count
"('fairies', 'ADV')",1
"('fairies', '.')",1
"('wife-to-be', 'X')",1
"('wife-to-be', 'NUM')",1
"('wife-to-be', 'NOUN')",2
"('wife-to-be', 'CONJ')",1
"('wife-to-be', 'VERB')",1
"('wife-to-be', 'ADJ')",1
"('wife-to-be', 'ADP')",1
"('wife-to-be', 'PRON')",1
"('wife-to-be', 'DET')",1
"('wife-to-be', 'PRT')",1
"('wife-to-be', 'ADV')",1
"('wife-to-be', '.')",1
"('proof', 'X')",1
"('proof', 'NUM')",1
"('proof', 'NOUN')",6
"('proof', 'CONJ')",1
"('proof', 'VERB')",1
"('proof', 'ADJ')",1
"('proof', 'ADP')",1
"('proof', 'PRON')",1
"('proof', 'DET')",1
"('proof', 'PRT')",1
"('proof', 'ADV')",1
"('proof', '.')",1
"('excusable', 'X')",1
"('excusable', 'NUM')",1
"('excusable', 'NOUN')",1
"('excusable', 'CONJ')",1
"('excusable', 'VERB')",1
"('excusable', 'ADJ')",2
"('excusable', 'ADP')",1
"('excusable', 'PRON')",1
"('excusable', 'DET')",1
"('excusable', 'PRT')",1
"('excusable', 'ADV')",1
"('excusable', '.')",1
"('Collins', 'X')",1
"('Collins', 'NUM')",1
"('Collins', 'NOUN')",6
"('Collins', 'CONJ')",1
"('Collins', 'VERB')",1
"('Collins', 'ADJ')",1
"('Collins', 'ADP')",1
"('Collins', 'PRON')",1
"('Collins', 'DET')",1
"('Collins', 'PRT')",1
"('Collins', 'ADV')",1
"('Collins', '.')",1
"('Seidel', 'X')",1
"('Seidel', 'NUM')",1
"('Seidel', 'NOUN')",3
"('Seidel', 'CONJ')",1
"('Seidel', 'VERB')",1
"('Seidel', 'ADJ')",1
"('Seidel', 'ADP')",1
"('Seidel', 'PRON')",1
"('Seidel', 'DET')",1
"('Seidel', 'PRT')",1
"('Seidel', 'ADV')",1
"('Seidel', '.')",1
"('litterbug', 'X')",1
"('litterbug', 'NUM')",1
"('litterbug', 'NOUN')",2
"('litterbug', 'CONJ')",1
"('litterbug', 'VERB')",1
"('litterbug', 'ADJ')",1
"('litterbug', 'ADP')",1
"('litterbug', 'PRON')",1
"('litterbug', 'DET')",1
"('litterbug', 'PRT')",1
"('litterbug', 'ADV')",1
"('litterbug', '.')",1
"('Reyes', 'X')",1
"('Reyes', 'NUM')",1
"('Reyes', 'NOUN')",2
"('Reyes', 'CONJ')",1
"('Reyes', 'VERB')",1
"('Reyes', 'ADJ')",1
"('Reyes', 'ADP')",1
"('Reyes', 'PRON')",1
"('Reyes', 'DET')",1
"('Reyes', 'PRT')",1
"('Reyes', 'ADV')",1
"('Reyes', '.')",1
"('Ruiz', 'X')",1
"('Ruiz', 'NUM')",1
"('Ruiz', 'NOUN')",2
"('Ruiz', 'CONJ')",1
"('Ruiz', 'VERB')",1
"('Ruiz', 'ADJ')",1
"('Ruiz', 'ADP')",1
"('Ruiz', 'PRON')",1
"('Ruiz', 'DET')",1
"('Ruiz', 'PRT')",1
"('Ruiz', 'ADV')",1
"('Ruiz', '.')",1
"('thinly', 'X')",1
"('thinly', 'NUM')",1
"('thinly', 'NOUN')",1
"('thinly', 'CONJ')",1
"('thinly', 'VERB')",1
"('thinly', 'ADJ')",1
"('thinly', 'ADP')",1
"('thinly', 'PRON')",1
"('thinly', 'DET')",1
"('thinly', 'PRT')",1
"('thinly', 'ADV')",2
"('thinly', '.')",1
"('ribbon', 'X')",1
"('ribbon', 'NUM')",1
"('ribbon', 'NOUN')",5
"('ribbon', 'CONJ')",1
"('ribbon', 'VERB')",1
"('ribbon', 'ADJ')",1
"('ribbon', 'ADP')",1
"('ribbon', 'PRON')",1
"('ribbon', 'DET')",1
"('ribbon', 'PRT')",1
"('ribbon', 'ADV')",1
"('ribbon', '.')",1
"('Huntingtons', 'X')",1
"('Huntingtons', 'NUM')",1
"('Huntingtons', 'NOUN')",2
"('Huntingtons', 'CONJ')",1
"('Huntingtons', 'VERB')",1
"('Huntingtons', 'ADJ')",1
"('Huntingtons', 'ADP')",1
"('Huntingtons', 'PRON')",1
"('Huntingtons', 'DET')",1
"('Huntingtons', 'PRT')",1
"('Huntingtons', 'ADV')",1
"('Huntingtons', '.')",1
"('dismaying', 'X')",1
"('dismaying', 'NUM')",1
"('dismaying', 'NOUN')",1
"('dismaying', 'CONJ')",1
"('dismaying', 'VERB')",1
"('dismaying', 'ADJ')",3
"('dismaying', 'ADP')",1
"('dismaying', 'PRON')",1
"('dismaying', 'DET')",1
"('dismaying', 'PRT')",1
"('dismaying', 'ADV')",1
"('dismaying', '.')",1
"('petition', 'X')",1
"('petition', 'NUM')",1
"('petition', 'NOUN')",7
"('petition', 'CONJ')",1
"('petition', 'VERB')",1
"('petition', 'ADJ')",1
"('petition', 'ADP')",1
"('petition', 'PRON')",1
"('petition', 'DET')",1
"('petition', 'PRT')",1
"('petition', 'ADV')",1
"('petition', '.')",1
"('presupposes', 'X')",1
"('presupposes', 'NUM')",1
"('presupposes', 'NOUN')",1
"('presupposes', 'CONJ')",1
"('presupposes', 'VERB')",2
"('presupposes', 'ADJ')",1
"('presupposes', 'ADP')",1
"('presupposes', 'PRON')",1
"('presupposes', 'DET')",1
"('presupposes', 'PRT')",1
"('presupposes', 'ADV')",1
"('presupposes', '.')",1
"('Clyde', 'X')",1
"('Clyde', 'NUM')",1
"('Clyde', 'NOUN')",2
"('Clyde', 'CONJ')",1
"('Clyde', 'VERB')",1
"('Clyde', 'ADJ')",1
"('Clyde', 'ADP')",1
"('Clyde', 'PRON')",1
"('Clyde', 'DET')",1
"('Clyde', 'PRT')",1
"('Clyde', 'ADV')",1
"('Clyde', '.')",1
"('Kathy', 'X')",1
"('Kathy', 'NUM')",1
"('Kathy', 'NOUN')",3
"('Kathy', 'CONJ')",1
"('Kathy', 'VERB')",1
"('Kathy', 'ADJ')",1
"('Kathy', 'ADP')",1
"('Kathy', 'PRON')",1
"('Kathy', 'DET')",1
"('Kathy', 'PRT')",1
"('Kathy', 'ADV')",1
"('Kathy', '.')",1
"('Lincoln', 'X')",1
"('Lincoln', 'NUM')",1
"('Lincoln', 'NOUN')",5
"('Lincoln', 'CONJ')",1
"('Lincoln', 'VERB')",1
"('Lincoln', 'ADJ')",1
"('Lincoln', 'ADP')",1
"('Lincoln', 'PRON')",1
"('Lincoln', 'DET')",1
"('Lincoln', 'PRT')",1
"('Lincoln', 'ADV')",1
"('Lincoln', '.')",1
"('mid-October', 'X')",1
"('mid-October', 'NUM')",1
"('mid-October', 'NOUN')",3
"('mid-October', 'CONJ')",1
"('mid-October', 'VERB')",1
"('mid-October', 'ADJ')",1
"('mid-October', 'ADP')",1
"('mid-October', 'PRON')",1
"('mid-October', 'DET')",1
"('mid-October', 'PRT')",1
"('mid-October', 'ADV')",1
"('mid-October', '.')",1
"(""January's"", 'X')",1
"(""January's"", 'NUM')",1
"(""January's"", 'NOUN')",2
"(""January's"", 'CONJ')",1
"(""January's"", 'VERB')",1
"(""January's"", 'ADJ')",1
"(""January's"", 'ADP')",1
"(""January's"", 'PRON')",1
"(""January's"", 'DET')",1
"(""January's"", 'PRT')",1
"(""January's"", 'ADV')",1
"(""January's"", '.')",1
"('Capitalism', 'X')",1
"('Capitalism', 'NUM')",1
"('Capitalism', 'NOUN')",2
"('Capitalism', 'CONJ')",1
"('Capitalism', 'VERB')",1
"('Capitalism', 'ADJ')",1
"('Capitalism', 'ADP')",1
"('Capitalism', 'PRON')",1
"('Capitalism', 'DET')",1
"('Capitalism', 'PRT')",1
"('Capitalism', 'ADV')",1
"('Capitalism', '.')",1
"('tribulation', 'X')",1
"('tribulation', 'NUM')",1
"('tribulation', 'NOUN')",2
"('tribulation', 'CONJ')",1
"('tribulation', 'VERB')",1
"('tribulation', 'ADJ')",1
"('tribulation', 'ADP')",1
"('tribulation', 'PRON')",1
"('tribulation', 'DET')",1
"('tribulation', 'PRT')",1
"('tribulation', 'ADV')",1
"('tribulation', '.')",1
"('Berlin-West', 'X')",1
"('Berlin-West', 'NUM')",1
"('Berlin-West', 'NOUN')",2
"('Berlin-West', 'CONJ')",1
"('Berlin-West', 'VERB')",1
"('Berlin-West', 'ADJ')",1
"('Berlin-West', 'ADP')",1
"('Berlin-West', 'PRON')",1
"('Berlin-West', 'DET')",1
"('Berlin-West', 'PRT')",1
"('Berlin-West', 'ADV')",1
"('Berlin-West', '.')",1
"('longing', 'X')",1
"('longing', 'NUM')",1
"('longing', 'NOUN')",2
"('longing', 'CONJ')",1
"('longing', 'VERB')",2
"('longing', 'ADJ')",1
"('longing', 'ADP')",1
"('longing', 'PRON')",1
"('longing', 'DET')",1
"('longing', 'PRT')",1
"('longing', 'ADV')",1
"('longing', '.')",1
"('Kriss', 'X')",1
"('Kriss', 'NUM')",1
"('Kriss', 'NOUN')",2
"('Kriss', 'CONJ')",1
"('Kriss', 'VERB')",1
"('Kriss', 'ADJ')",1
"('Kriss', 'ADP')",1
"('Kriss', 'PRON')",1
"('Kriss', 'DET')",1
"('Kriss', 'PRT')",1
"('Kriss', 'ADV')",1
"('Kriss', '.')",1
"('esplanade', 'X')",1
"('esplanade', 'NUM')",1
"('esplanade', 'NOUN')",4
"('esplanade', 'CONJ')",1
"('esplanade', 'VERB')",1
"('esplanade', 'ADJ')",1
"('esplanade', 'ADP')",1
"('esplanade', 'PRON')",1
"('esplanade', 'DET')",1
"('esplanade', 'PRT')",1
"('esplanade', 'ADV')",1
"('esplanade', '.')",1
"('Registrations', 'X')",1
"('Registrations', 'NUM')",1
"('Registrations', 'NOUN')",2
"('Registrations', 'CONJ')",1
"('Registrations', 'VERB')",1
"('Registrations', 'ADJ')",1
"('Registrations', 'ADP')",1
"('Registrations', 'PRON')",1
"('Registrations', 'DET')",1
"('Registrations', 'PRT')",1
"('Registrations', 'ADV')",1
"('Registrations', '.')",1
"('spread', 'X')",1
"('spread', 'NUM')",1
"('spread', 'NOUN')",7
"('spread', 'CONJ')",1
"('spread', 'VERB')",10
"('spread', 'ADJ')",1
"('spread', 'ADP')",1
"('spread', 'PRON')",1
"('spread', 'DET')",1
"('spread', 'PRT')",1
"('spread', 'ADV')",1
"('spread', '.')",1
"(""Grizzlies'"", 'X')",1
"(""Grizzlies'"", 'NUM')",1
"(""Grizzlies'"", 'NOUN')",2
"(""Grizzlies'"", 'CONJ')",1
"(""Grizzlies'"", 'VERB')",1
"(""Grizzlies'"", 'ADJ')",1
"(""Grizzlies'"", 'ADP')",1
"(""Grizzlies'"", 'PRON')",1
"(""Grizzlies'"", 'DET')",1
"(""Grizzlies'"", 'PRT')",1
"(""Grizzlies'"", 'ADV')",1
"(""Grizzlies'"", '.')",1
"('school', 'X')",1
"('school', 'NUM')",1
"('school', 'NOUN')",101
"('school', 'CONJ')",1
"('school', 'VERB')",1
"('school', 'ADJ')",1
"('school', 'ADP')",1
"('school', 'PRON')",1
"('school', 'DET')",1
"('school', 'PRT')",1
"('school', 'ADV')",1
"('school', '.')",1
"('denomination', 'X')",1
"('denomination', 'NUM')",1
"('denomination', 'NOUN')",4
"('denomination', 'CONJ')",1
"('denomination', 'VERB')",1
"('denomination', 'ADJ')",1
"('denomination', 'ADP')",1
"('denomination', 'PRON')",1
"('denomination', 'DET')",1
"('denomination', 'PRT')",1
"('denomination', 'ADV')",1
"('denomination', '.')",1
"('Rameau', 'X')",1
"('Rameau', 'NUM')",1
"('Rameau', 'NOUN')",2
"('Rameau', 'CONJ')",1
"('Rameau', 'VERB')",1
"('Rameau', 'ADJ')",1
"('Rameau', 'ADP')",1
"('Rameau', 'PRON')",1
"('Rameau', 'DET')",1
"('Rameau', 'PRT')",1
"('Rameau', 'ADV')",1
"('Rameau', '.')",1
"('Festivals', 'X')",1
"('Festivals', 'NUM')",1
"('Festivals', 'NOUN')",2
"('Festivals', 'CONJ')",1
"('Festivals', 'VERB')",1
"('Festivals', 'ADJ')",1
"('Festivals', 'ADP')",1
"('Festivals', 'PRON')",1
"('Festivals', 'DET')",1
"('Festivals', 'PRT')",1
"('Festivals', 'ADV')",1
"('Festivals', '.')",1
"('periodical', 'X')",1
"('periodical', 'NUM')",1
"('periodical', 'NOUN')",2
"('periodical', 'CONJ')",1
"('periodical', 'VERB')",1
"('periodical', 'ADJ')",1
"('periodical', 'ADP')",1
"('periodical', 'PRON')",1
"('periodical', 'DET')",1
"('periodical', 'PRT')",1
"('periodical', 'ADV')",1
"('periodical', '.')",1
"('circulation', 'X')",1
"('circulation', 'NUM')",1
"('circulation', 'NOUN')",6
"('circulation', 'CONJ')",1
"('circulation', 'VERB')",1
"('circulation', 'ADJ')",1
"('circulation', 'ADP')",1
"('circulation', 'PRON')",1
"('circulation', 'DET')",1
"('circulation', 'PRT')",1
"('circulation', 'ADV')",1
"('circulation', '.')",1
"('ashamed', 'X')",1
"('ashamed', 'NUM')",1
"('ashamed', 'NOUN')",1
"('ashamed', 'CONJ')",1
"('ashamed', 'VERB')",1
"('ashamed', 'ADJ')",2
"('ashamed', 'ADP')",1
"('ashamed', 'PRON')",1
"('ashamed', 'DET')",1
"('ashamed', 'PRT')",1
"('ashamed', 'ADV')",1
"('ashamed', '.')",1
"('manslaughter', 'X')",1
"('manslaughter', 'NUM')",1
"('manslaughter', 'NOUN')",4
"('manslaughter', 'CONJ')",1
"('manslaughter', 'VERB')",1
"('manslaughter', 'ADJ')",1
"('manslaughter', 'ADP')",1
"('manslaughter', 'PRON')",1
"('manslaughter', 'DET')",1
"('manslaughter', 'PRT')",1
"('manslaughter', 'ADV')",1
"('manslaughter', '.')",1
"(""Friday's"", 'X')",1
"(""Friday's"", 'NUM')",1
"(""Friday's"", 'NOUN')",3
"(""Friday's"", 'CONJ')",1
"(""Friday's"", 'VERB')",1
"(""Friday's"", 'ADJ')",1
"(""Friday's"", 'ADP')",1
"(""Friday's"", 'PRON')",1
"(""Friday's"", 'DET')",1
"(""Friday's"", 'PRT')",1
"(""Friday's"", 'ADV')",1
"(""Friday's"", '.')",1
"('young', 'X')",1
"('young', 'NUM')",1
"('young', 'NOUN')",1
"('young', 'CONJ')",1
"('young', 'VERB')",1
"('young', 'ADJ')",75
"('young', 'ADP')",1
"('young', 'PRON')",1
"('young', 'DET')",1
"('young', 'PRT')",1
"('young', 'ADV')",1
"('young', '.')",1
"('Dan', 'X')",1
"('Dan', 'NUM')",1
"('Dan', 'NOUN')",4
"('Dan', 'CONJ')",1
"('Dan', 'VERB')",1
"('Dan', 'ADJ')",1
"('Dan', 'ADP')",1
"('Dan', 'PRON')",1
"('Dan', 'DET')",1
"('Dan', 'PRT')",1
"('Dan', 'ADV')",1
"('Dan', '.')",1
"('owe', 'X')",1
"('owe', 'NUM')",1
"('owe', 'NOUN')",1
"('owe', 'CONJ')",1
"('owe', 'VERB')",4
"('owe', 'ADJ')",1
"('owe', 'ADP')",1
"('owe', 'PRON')",1
"('owe', 'DET')",1
"('owe', 'PRT')",1
"('owe', 'ADV')",1
"('owe', '.')",1
"(""brain's"", 'X')",1
"(""brain's"", 'NUM')",1
"(""brain's"", 'NOUN')",2
"(""brain's"", 'CONJ')",1
"(""brain's"", 'VERB')",1
"(""brain's"", 'ADJ')",1
"(""brain's"", 'ADP')",1
"(""brain's"", 'PRON')",1
"(""brain's"", 'DET')",1
"(""brain's"", 'PRT')",1
"(""brain's"", 'ADV')",1
"(""brain's"", '.')",1
"('talent', 'X')",1
"('talent', 'NUM')",1
"('talent', 'NOUN')",13
"('talent', 'CONJ')",1
"('talent', 'VERB')",1
"('talent', 'ADJ')",1
"('talent', 'ADP')",1
"('talent', 'PRON')",1
"('talent', 'DET')",1
"('talent', 'PRT')",1
"('talent', 'ADV')",1
"('talent', '.')",1
"('but', 'X')",1
"('but', 'NUM')",1
"('but', 'NOUN')",1
"('but', 'CONJ')",483
"('but', 'VERB')",1
"('but', 'ADJ')",1
"('but', 'ADP')",29
"('but', 'PRON')",1
"('but', 'DET')",1
"('but', 'PRT')",1
"('but', 'ADV')",3
"('but', '.')",1
"('conventions', 'X')",1
"('conventions', 'NUM')",1
"('conventions', 'NOUN')",5
"('conventions', 'CONJ')",1
"('conventions', 'VERB')",1
"('conventions', 'ADJ')",1
"('conventions', 'ADP')",1
"('conventions', 'PRON')",1
"('conventions', 'DET')",1
"('conventions', 'PRT')",1
"('conventions', 'ADV')",1
"('conventions', '.')",1
"('Landon', 'X')",1
"('Landon', 'NUM')",1
"('Landon', 'NOUN')",2
"('Landon', 'CONJ')",1
"('Landon', 'VERB')",1
"('Landon', 'ADJ')",1
"('Landon', 'ADP')",1
"('Landon', 'PRON')",1
"('Landon', 'DET')",1
"('Landon', 'PRT')",1
"('Landon', 'ADV')",1
"('Landon', '.')",1
"('northernmost', 'X')",1
"('northernmost', 'NUM')",1
"('northernmost', 'NOUN')",1
"('northernmost', 'CONJ')",1
"('northernmost', 'VERB')",1
"('northernmost', 'ADJ')",2
"('northernmost', 'ADP')",1
"('northernmost', 'PRON')",1
"('northernmost', 'DET')",1
"('northernmost', 'PRT')",1
"('northernmost', 'ADV')",1
"('northernmost', '.')",1
"('assimilation', 'X')",1
"('assimilation', 'NUM')",1
"('assimilation', 'NOUN')",2
"('assimilation', 'CONJ')",1
"('assimilation', 'VERB')",1
"('assimilation', 'ADJ')",1
"('assimilation', 'ADP')",1
"('assimilation', 'PRON')",1
"('assimilation', 'DET')",1
"('assimilation', 'PRT')",1
"('assimilation', 'ADV')",1
"('assimilation', '.')",1
"('baron', 'X')",1
"('baron', 'NUM')",1
"('baron', 'NOUN')",2
"('baron', 'CONJ')",1
"('baron', 'VERB')",1
"('baron', 'ADJ')",1
"('baron', 'ADP')",1
"('baron', 'PRON')",1
"('baron', 'DET')",1
"('baron', 'PRT')",1
"('baron', 'ADV')",1
"('baron', '.')",1
"('do-it-yourself', 'X')",1
"('do-it-yourself', 'NUM')",1
"('do-it-yourself', 'NOUN')",1
"('do-it-yourself', 'CONJ')",1
"('do-it-yourself', 'VERB')",1
"('do-it-yourself', 'ADJ')",2
"('do-it-yourself', 'ADP')",1
"('do-it-yourself', 'PRON')",1
"('do-it-yourself', 'DET')",1
"('do-it-yourself', 'PRT')",1
"('do-it-yourself', 'ADV')",1
"('do-it-yourself', '.')",1
"('Alton', 'X')",1
"('Alton', 'NUM')",1
"('Alton', 'NOUN')",2
"('Alton', 'CONJ')",1
"('Alton', 'VERB')",1
"('Alton', 'ADJ')",1
"('Alton', 'ADP')",1
"('Alton', 'PRON')",1
"('Alton', 'DET')",1
"('Alton', 'PRT')",1
"('Alton', 'ADV')",1
"('Alton', '.')",1
"('earnings', 'X')",1
"('earnings', 'NUM')",1
"('earnings', 'NOUN')",10
"('earnings', 'CONJ')",1
"('earnings', 'VERB')",1
"('earnings', 'ADJ')",1
"('earnings', 'ADP')",1
"('earnings', 'PRON')",1
"('earnings', 'DET')",1
"('earnings', 'PRT')",1
"('earnings', 'ADV')",1
"('earnings', '.')",1
"('Keys', 'X')",1
"('Keys', 'NUM')",1
"('Keys', 'NOUN')",19
"('Keys', 'CONJ')",1
"('Keys', 'VERB')",1
"('Keys', 'ADJ')",1
"('Keys', 'ADP')",1
"('Keys', 'PRON')",1
"('Keys', 'DET')",1
"('Keys', 'PRT')",1
"('Keys', 'ADV')",1
"('Keys', '.')",1
"('recipient', 'X')",1
"('recipient', 'NUM')",1
"('recipient', 'NOUN')",4
"('recipient', 'CONJ')",1
"('recipient', 'VERB')",1
"('recipient', 'ADJ')",1
"('recipient', 'ADP')",1
"('recipient', 'PRON')",1
"('recipient', 'DET')",1
"('recipient', 'PRT')",1
"('recipient', 'ADV')",1
"('recipient', '.')",1
"('narcotizes', 'X')",1
"('narcotizes', 'NUM')",1
"('narcotizes', 'NOUN')",1
"('narcotizes', 'CONJ')",1
"('narcotizes', 'VERB')",2
"('narcotizes', 'ADJ')",1
"('narcotizes', 'ADP')",1
"('narcotizes', 'PRON')",1
"('narcotizes', 'DET')",1
"('narcotizes', 'PRT')",1
"('narcotizes', 'ADV')",1
"('narcotizes', '.')",1
"(""Louis's"", 'X')",1
"(""Louis's"", 'NUM')",1
"(""Louis's"", 'NOUN')",3
"(""Louis's"", 'CONJ')",1
"(""Louis's"", 'VERB')",1
"(""Louis's"", 'ADJ')",1
"(""Louis's"", 'ADP')",1
"(""Louis's"", 'PRON')",1
"(""Louis's"", 'DET')",1
"(""Louis's"", 'PRT')",1
"(""Louis's"", 'ADV')",1
"(""Louis's"", '.')",1
"('possess', 'X')",1
"('possess', 'NUM')",1
"('possess', 'NOUN')",1
"('possess', 'CONJ')",1
"('possess', 'VERB')",4
"('possess', 'ADJ')",1
"('possess', 'ADP')",1
"('possess', 'PRON')",1
"('possess', 'DET')",1
"('possess', 'PRT')",1
"('possess', 'ADV')",1
"('possess', '.')",1
"('Bush', 'X')",1
"('Bush', 'NUM')",1
"('Bush', 'NOUN')",4
"('Bush', 'CONJ')",1
"('Bush', 'VERB')",1
"('Bush', 'ADJ')",1
"('Bush', 'ADP')",1
"('Bush', 'PRON')",1
"('Bush', 'DET')",1
"('Bush', 'PRT')",1
"('Bush', 'ADV')",1
"('Bush', '.')",1
"('inscription', 'X')",1
"('inscription', 'NUM')",1
"('inscription', 'NOUN')",2
"('inscription', 'CONJ')",1
"('inscription', 'VERB')",1
"('inscription', 'ADJ')",1
"('inscription', 'ADP')",1
"('inscription', 'PRON')",1
"('inscription', 'DET')",1
"('inscription', 'PRT')",1
"('inscription', 'ADV')",1
"('inscription', '.')",1
"('Woodland', 'X')",1
"('Woodland', 'NUM')",1
"('Woodland', 'NOUN')",2
"('Woodland', 'CONJ')",1
"('Woodland', 'VERB')",1
"('Woodland', 'ADJ')",1
"('Woodland', 'ADP')",1
"('Woodland', 'PRON')",1
"('Woodland', 'DET')",1
"('Woodland', 'PRT')",1
"('Woodland', 'ADV')",1
"('Woodland', '.')",1
"('guides', 'X')",1
"('guides', 'NUM')",1
"('guides', 'NOUN')",2
"('guides', 'CONJ')",1
"('guides', 'VERB')",1
"('guides', 'ADJ')",1
"('guides', 'ADP')",1
"('guides', 'PRON')",1
"('guides', 'DET')",1
"('guides', 'PRT')",1
"('guides', 'ADV')",1
"('guides', '.')",1
"('blundered', 'X')",1
"('blundered', 'NUM')",1
"('blundered', 'NOUN')",1
"('blundered', 'CONJ')",1
"('blundered', 'VERB')",2
"('blundered', 'ADJ')",1
"('blundered', 'ADP')",1
"('blundered', 'PRON')",1
"('blundered', 'DET')",1
"('blundered', 'PRT')",1
"('blundered', 'ADV')",1
"('blundered', '.')",1
"('embroidered', 'X')",1
"('embroidered', 'NUM')",1
"('embroidered', 'NOUN')",1
"('embroidered', 'CONJ')",1
"('embroidered', 'VERB')",6
"('embroidered', 'ADJ')",1
"('embroidered', 'ADP')",1
"('embroidered', 'PRON')",1
"('embroidered', 'DET')",1
"('embroidered', 'PRT')",1
"('embroidered', 'ADV')",1
"('embroidered', '.')",1
"('relaxed', 'X')",1
"('relaxed', 'NUM')",1
"('relaxed', 'NOUN')",1
"('relaxed', 'CONJ')",1
"('relaxed', 'VERB')",4
"('relaxed', 'ADJ')",1
"('relaxed', 'ADP')",1
"('relaxed', 'PRON')",1
"('relaxed', 'DET')",1
"('relaxed', 'PRT')",1
"('relaxed', 'ADV')",1
"('relaxed', '.')",1
"('stockholders', 'X')",1
"('stockholders', 'NUM')",1
"('stockholders', 'NOUN')",5
"('stockholders', 'CONJ')",1
"('stockholders', 'VERB')",1
"('stockholders', 'ADJ')",1
"('stockholders', 'ADP')",1
"('stockholders', 'PRON')",1
"('stockholders', 'DET')",1
"('stockholders', 'PRT')",1
"('stockholders', 'ADV')",1
"('stockholders', '.')",1
"('sweater', 'X')",1
"('sweater', 'NUM')",1
"('sweater', 'NOUN')",3
"('sweater', 'CONJ')",1
"('sweater', 'VERB')",1
"('sweater', 'ADJ')",1
"('sweater', 'ADP')",1
"('sweater', 'PRON')",1
"('sweater', 'DET')",1
"('sweater', 'PRT')",1
"('sweater', 'ADV')",1
"('sweater', '.')",1
"('spider-leg', 'X')",1
"('spider-leg', 'NUM')",1
"('spider-leg', 'NOUN')",2
"('spider-leg', 'CONJ')",1
"('spider-leg', 'VERB')",1
"('spider-leg', 'ADJ')",1
"('spider-leg', 'ADP')",1
"('spider-leg', 'PRON')",1
"('spider-leg', 'DET')",1
"('spider-leg', 'PRT')",1
"('spider-leg', 'ADV')",1
"('spider-leg', '.')",1
"('burglary', 'X')",1
"('burglary', 'NUM')",1
"('burglary', 'NOUN')",3
"('burglary', 'CONJ')",1
"('burglary', 'VERB')",1
"('burglary', 'ADJ')",1
"('burglary', 'ADP')",1
"('burglary', 'PRON')",1
"('burglary', 'DET')",1
"('burglary', 'PRT')",1
"('burglary', 'ADV')",1
"('burglary', '.')",1
"('McElyee', 'X')",1
"('McElyee', 'NUM')",1
"('McElyee', 'NOUN')",2
"('McElyee', 'CONJ')",1
"('McElyee', 'VERB')",1
"('McElyee', 'ADJ')",1
"('McElyee', 'ADP')",1
"('McElyee', 'PRON')",1
"('McElyee', 'DET')",1
"('McElyee', 'PRT')",1
"('McElyee', 'ADV')",1
"('McElyee', '.')",1
"('Elementary', 'X')",1
"('Elementary', 'NUM')",1
"('Elementary', 'NOUN')",1
"('Elementary', 'CONJ')",1
"('Elementary', 'VERB')",1
"('Elementary', 'ADJ')",3
"('Elementary', 'ADP')",1
"('Elementary', 'PRON')",1
"('Elementary', 'DET')",1
"('Elementary', 'PRT')",1
"('Elementary', 'ADV')",1
"('Elementary', '.')",1
"(""septuagenarian's"", 'X')",1
"(""septuagenarian's"", 'NUM')",1
"(""septuagenarian's"", 'NOUN')",2
"(""septuagenarian's"", 'CONJ')",1
"(""septuagenarian's"", 'VERB')",1
"(""septuagenarian's"", 'ADJ')",1
"(""septuagenarian's"", 'ADP')",1
"(""septuagenarian's"", 'PRON')",1
"(""septuagenarian's"", 'DET')",1
"(""septuagenarian's"", 'PRT')",1
"(""septuagenarian's"", 'ADV')",1
"(""septuagenarian's"", '.')",1
"('distraction', 'X')",1
"('distraction', 'NUM')",1
"('distraction', 'NOUN')",2
"('distraction', 'CONJ')",1
"('distraction', 'VERB')",1
"('distraction', 'ADJ')",1
"('distraction', 'ADP')",1
"('distraction', 'PRON')",1
"('distraction', 'DET')",1
"('distraction', 'PRT')",1
"('distraction', 'ADV')",1
"('distraction', '.')",1
"('April', 'X')",1
"('April', 'NUM')",1
"('April', 'NOUN')",24
"('April', 'CONJ')",1
"('April', 'VERB')",1
"('April', 'ADJ')",1
"('April', 'ADP')",1
"('April', 'PRON')",1
"('April', 'DET')",1
"('April', 'PRT')",1
"('April', 'ADV')",1
"('April', '.')",1
"('Communese', 'X')",1
"('Communese', 'NUM')",1
"('Communese', 'NOUN')",6
"('Communese', 'CONJ')",1
"('Communese', 'VERB')",1
"('Communese', 'ADJ')",1
"('Communese', 'ADP')",1
"('Communese', 'PRON')",1
"('Communese', 'DET')",1
"('Communese', 'PRT')",1
"('Communese', 'ADV')",1
"('Communese', '.')",1
"('200', 'X')",1
"('200', 'NUM')",17
"('200', 'NOUN')",1
"('200', 'CONJ')",1
"('200', 'VERB')",1
"('200', 'ADJ')",1
"('200', 'ADP')",1
"('200', 'PRON')",1
"('200', 'DET')",1
"('200', 'PRT')",1
"('200', 'ADV')",1
"('200', '.')",1
"('Dancers', 'X')",1
"('Dancers', 'NUM')",1
"('Dancers', 'NOUN')",2
"('Dancers', 'CONJ')",1
"('Dancers', 'VERB')",1
"('Dancers', 'ADJ')",1
"('Dancers', 'ADP')",1
"('Dancers', 'PRON')",1
"('Dancers', 'DET')",1
"('Dancers', 'PRT')",1
"('Dancers', 'ADV')",1
"('Dancers', '.')",1
"('ill-prepared', 'X')",1
"('ill-prepared', 'NUM')",1
"('ill-prepared', 'NOUN')",1
